"statelist_2015","statelist_2005","ListingStatus","tessCode","tessURL","scientificname","taxonomicauthorityid","commonname","taxonomicgroup","taxonomicrank","matchmethod","scientificnames_submitted"
"California","California",NA,NA,NA,"Sphecodogastra antiochensis","https://www.sciencebase.gov/catalog/file/get/56d720ece4b015c306f442d5?f=__disk__4f%2F17%2F79%2F4f177961623ebb82cc1084ca05f4d2d4ecbae7cd","Antioch Dunes halcitid bee","Other","Undetermined","Historic Match","Sphecodogastra antiochensis"
"Alaska","Alaska",NA,NA,NA,"Sorex tundrensis","https://services.itis.gov/?q=tsn:179957","Tundra Shrew","Mammals","Species","Exact Match","Sorex tundrensis"
"Tennessee","",NA,NA,NA,"Rhynchospora chalarocephala","https://services.itis.gov/?q=tsn:40159","loosehead beaksedge","Plants","Species","Exact Match","Rhynchospora chalarocephala"
"Alaska","Alaska",NA,NA,NA,"Sorex monticolus malitiosus","https://services.itis.gov/?q=tsn:710064","Dusky (montane) Shrew","Mammals","Subspecies","Exact Match","Sorex monticolus malitiosus"
"Alaska","Alaska",NA,NA,NA,"Sorex jacksoni","https://services.itis.gov/?q=tsn:179931","St. Lawrence Island Shrew","Mammals","Species","Exact Match","Sorex jacksoni"
"Alaska","Alaska","Species of Concern","A0DY","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0DY","Sorex alaskanus","https://services.itis.gov/?q=tsn:179934","Glacier Bay Water Shrew","Mammals","Species","Exact Match","Sorex alaskanus"
"Georgia,Tennessee","Georgia,Tennessee","Species of Concern","E08M","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E08M","Hemitremia flammea","https://services.itis.gov/?q=tsn:163563","flame chub","Fish","Species","Exact Match","Hemitremia flammea"
"Alaska","Alaska","Threatened","B090","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B090","Polysticta stelleri","https://services.itis.gov/?q=tsn:175153","Steller's Eider","Birds","Species","Exact Match","Polysticta stelleri"
"Alaska","Alaska","Status Undefined","B0CB","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0CB","Plectrophenax hyperboreus","https://services.itis.gov/?q=tsn:179535","McKay's Bunting","Birds","Species","Exact Match","Plectrophenax hyperboreus"
"Alaska","Alaska",NA,NA,NA,"Phylloscopus borealis","https://services.itis.gov/?q=tsn:179843","Arctic Warbler","Birds","Species","Exact Match","Phylloscopus borealis"
"Alaska","Alaska","Threatened","A0K4","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0K4","Phoca largha","https://services.itis.gov/?q=tsn:180642","Spotted Seal","Mammals","Species","Exact Match","Phoca largha"
"Connecticut,Maine,Pennsylvania","Connecticut,Pennsylvania",NA,NA,NA,"Zale obliqua","https://services.itis.gov/?q=tsn:940719","Oblique Zale Moth","Insects","Species","Exact Match","Zale obliqua"
"Alaska","Alaska",NA,NA,NA,"Phalacrocorax urile","https://services.itis.gov/?q=tsn:174728","Red-faced Cormorant","Birds","Species","Exact Match","Phalacrocorax urile"
"Virginia","Virginia",NA,NA,NA,"Onomeris underwoodi","https://services.itis.gov/?q=tsn:569565","A millipede","Other Invertebrates","Species","Exact Match","Onomeris underwoodi"
"Florida","",NA,NA,NA,"Cicindela sexguttata","https://services.itis.gov/?q=tsn:109232","Six-spotted Tiger Beetle","Insects","Species","Exact Match","Cicindela sexguttata"
"Alaska","Alaska",NA,NA,NA,"Peromyscus keeni","https://services.itis.gov/?q=tsn:552497","Keen's Mouse","Mammals","Species","Exact Match","Peromyscus keeni"
"Minnesota","",NA,NA,NA,"Oecetis ditissa","https://services.itis.gov/?q=tsn:116611","a species of long-horned caddisfly","Insects","Species","Exact Match","Oecetis ditissa"
"Colorado","","Resolved Taxon","I0V6","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0V6","Ephemerella apopsis","https://services.itis.gov/?q=tsn:568635","Spiny Crawler Mayfly","Insects","Species","Exact Match","Ephemerella apopsis "
"Tennessee","",NA,NA,NA,"Symphyotrichum oolentangiense","https://services.itis.gov/?q=tsn:522230","skyblue aster","Plants","Species","Exact Match","Symphyotrichum oolentangiense"
"Alaska","Alaska","Status Undefined","A0I0","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0I0","Microtus abbreviatus","https://services.itis.gov/?q=tsn:180303","St. Matthews Island vole","Mammals","Species","Exact Match","Microtus abbreviatus fisheri, Microtus abbreviatus"
"Nebraska","Nebraska",NA,NA,NA,"Penstemon digitalis","https://services.itis.gov/?q=tsn:33881","talus slope penstemon","Plants","Species","Exact Match","Penstemon digitalis"
"Alaska","Alaska",NA,NA,NA,"Mallotus villosus","https://services.itis.gov/?q=tsn:162035","capelin","Fish","Species","Exact Match","Mallotus villosus"
"Hawaii","Hawaii","Endangered","Q3H4","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q3H4","Lysimachia venosa","https://services.itis.gov/?q=tsn:195809","veined yellow loosestrife","Plants","Species","Exact Match","Lysimachia venosa"
"Vermont","",NA,NA,NA,"Scutellaria parvula var. parvula","https://services.itis.gov/?q=tsn:196134","small skullcap","Plants","Variety","Exact Match","Scutellaria parvula var. parvula"
"Alaska","Alaska",NA,NA,NA,"Luscinia svecica","https://services.itis.gov/?q=tsn:179818","Bluethroats","Birds","Species","Exact Match","Luscinia svecica"
"Alaska","Alaska",NA,NA,NA,"Lemmus trimucronatus","https://services.itis.gov/?q=tsn:203526","Nearctic Brown Lemming","Mammals","Species","Exact Match","Lemmus trimucronatus"
"Alaska","Alaska",NA,NA,NA,"Larus hyperboreus","https://services.itis.gov/?q=tsn:176808","Glaucous Gull","Birds","Species","Exact Match","Larus hyperboreus"
"Florida,North Carolina,South Carolina,Virginia","Florida,North Carolina,South Carolina,Virginia",NA,NA,NA,"Ameiurus brunneus","https://services.itis.gov/?q=tsn:164035","snail bullhead","Fish","Species","Exact Match","Ameiurus brunneus"
"Tennessee","Tennessee","Under Review in the Candidate or Petition Process","G09A","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G09A","Elimia acuta","https://services.itis.gov/?q=tsn:71655","acute elimia","Mollusks","Species","Exact Match","Elimia acuta"
"Missouri,Nebraska","Nebraska",NA,NA,NA,"Utricularia minor","https://services.itis.gov/?q=tsn:34457","lesser bladderwort","Plants","Species","Exact Match","Utricularia minor"
"Alaska","Alaska",NA,NA,NA,"Gavia arctica","https://services.itis.gov/?q=tsn:174471","Arctic Loon","Birds","Species","Exact Match","Gavia arctica"
"Alaska","Alaska","Resolved Taxon","B0DQ","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0DQ","Gavia adamsii","https://services.itis.gov/?q=tsn:174470","Yellow-billed Loon","Birds","Species","Exact Match","Gavia adamsii"
"Colorado","","Endangered","Q1TA","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1TA","Astragalus osterhoutii","https://services.itis.gov/?q=tsn:25618","Kremmling milkvetch","Plants","Species","Exact Match","Astragalus osterhoutii"
"Texas","","Species of Concern","Q0LO","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0LO","Dalea sabinalis","https://services.itis.gov/?q=tsn:26644","Sabinal prairie-clover","Plants","Species","Exact Match","Dalea sabinalis"
"Idaho","Idaho","Species of Concern","G02C","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G02C","Oreohelix strigosa goniogyra","https://www.sciencebase.gov/catalog/file/get/56d720ece4b015c306f442d5?f=__disk__4f%2F17%2F79%2F4f177961623ebb82cc1084ca05f4d2d4ecbae7cd","Striate Mountainsnail","Other","Undetermined","Historic Match","Oreohelix strigosa goniogyra"
"Alabama","",NA,NA,NA,"Orconectes durelli","https://services.itis.gov/?q=tsn:650382","saddle crayfish","Crustaceans","Species","Exact Match","Orconectes durelli"
"Alaska","Alaska",NA,NA,NA,"Empidonax difficilis","https://services.itis.gov/?q=tsn:178348","Western Flycatcher","Birds","Species","Exact Match","Empidonax difficilis"
"Kansas,Mississippi","Kansas,Michigan,Mississippi",NA,NA,NA,"Moxostoma erythrurum","https://services.itis.gov/?q=tsn:163939","golden redhorse","Fish","Species","Exact Match","Moxostoma erythrurum"
"Tennessee,Virginia","Tennessee,Virginia",NA,NA,NA,"Mesomphix subplanus","https://services.itis.gov/?q=tsn:77187","flat button","Mollusks","Species","Exact Match","Mesomphix subplanus"
"Alaska","Alaska",NA,NA,NA,"Dicrostonyx groenlandicus","https://services.itis.gov/?q=tsn:180328","Northern Collared Lemming","Mammals","Species","Exact Match","Dicrostonyx groenlandicus"
"South Carolina","","Species of Concern","Q39W","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q39W","Tofieldia glabra","https://services.itis.gov/?q=tsn:43050","smooth bog-asphodel","Plants","Species","Exact Match","Tofieldia glabra"
"Alaska","Alaska",NA,NA,NA,"Dallia pectoralis","https://services.itis.gov/?q=tsn:162159","Alaska blackfish","Fish","Species","Exact Match","Dallia pectoralis"
"Mississippi","Mississippi",NA,NA,NA,"Leptolucania ommata","https://services.itis.gov/?q=tsn:165696","pygmy killifish","Fish","Species","Exact Match","Leptolucania ommata"
"Alaska","Alaska",NA,NA,NA,"Coregonus pidschian","https://services.itis.gov/?q=tsn:161937","humpback whitefish","Fish","Species","Exact Match","Coregonus pidschian"
"Texas","",NA,NA,NA,"Praticolella trimatris","https://services.itis.gov/?q=tsn:77571","Hidalgo scrubsnail","Mollusks","Species","Exact Match","Praticolella trimatris"
"Texas","",NA,NA,NA,"Neocylloepus boeseli","https://services.itis.gov/?q=tsn:114254","Texas minute moss beetle","Insects","Species","Exact Match","Neocylloepus boeseli"
"Georgia","",NA,NA,NA,"Carya laciniosa","https://services.itis.gov/?q=tsn:19235","shellbark hickory","Plants","Species","Exact Match","Carya laciniosa"
"Tennessee,West Virginia","",NA,NA,NA,"Spiranthes lucida","https://services.itis.gov/?q=tsn:43467","shining lady's tresses","Plants","Species","Exact Match","Spiranthes lucida"
"New Jersey","Alaska,Connecticut,New Jersey",NA,NA,NA,"Catharus minimus","https://services.itis.gov/?q=tsn:179793","Gray-cheeked Thrush","Birds","Species","Exact Match","Catharus minimus"
"Kansas","Kansas","Resolved Taxon","K05X","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K05X","Caecidotea metcalfi","https://services.itis.gov/?q=tsn:92750","A Cave Obligate Isopod","Crustaceans","Species","Exact Match","Caecidotea metcalfi"
"Alaska","Alaska",NA,NA,NA,"Buteo jamaicensis alascensis","https://services.itis.gov/?q=tsn:175356","Alaska Red-tailed Hawk","Birds","Subspecies","Exact Match","Buteo jamaicensis alascensis"
"Virginia","Virginia",NA,NA,NA,"Gnaphosa fontinalis","https://services.itis.gov/?q=tsn:185680","A gnaphosid spider","Arachnids","Species","Exact Match","Gnaphosa fontinalis"
"California","California","Species of Concern","J00P","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=J00P","Larca laceyi","https://services.itis.gov/?q=tsn:198708","Laceyâ<U+0080><U+0099>s Cave pseudoscorpion","Arachnids","Species","Exact Match","Larca laceyi"
"Georgia,Tennessee","Georgia,Tennessee",NA,NA,NA,"Elimia striatula","https://services.itis.gov/?q=tsn:71870","file elimia","Mollusks","Species","Exact Match","Elimia striatula"
"North Carolina,Tennessee,Virginia","Tennessee,Virginia",NA,NA,NA,"Stenotrema pilula","https://services.itis.gov/?q=tsn:77592","pygmy slitmouth","Mollusks","Species","Exact Match","Stenotrema pilula"
"Kansas,North Carolina,South Carolina","Kansas,North Carolina,South Carolina,Vermont,Wyoming",NA,NA,NA,"Carpiodes cyprinus","https://services.itis.gov/?q=tsn:163917","quillback","Fish","Species","Exact Match","Carpiodes cyprinus"
"Alaska","Alaska","Species of Concern","D03F","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=D03F","Ambystoma gracile","https://services.itis.gov/?q=tsn:173597","Northwestern Salamander","Amphibians","Species","Exact Match","Ambystoma gracile"
"Alaska","Alaska","Resolved Taxon","B0B4","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0B4","Alle alle","https://services.itis.gov/?q=tsn:176982","Dovekie","Birds","Species","Exact Match","Alle alle"
"Alaska","Alaska",NA,NA,NA,"Aethia pygmaea","https://services.itis.gov/?q=tsn:177021","Whiskered Auklet","Birds","Species","Exact Match","Aethia pygmaea"
"Alaska","Alaska",NA,NA,NA,"Aethia pusilla","https://services.itis.gov/?q=tsn:177020","Least Auklet","Birds","Species","Exact Match","Aethia pusilla"
"Alaska","Alaska",NA,NA,NA,"Aethia cristatella","https://services.itis.gov/?q=tsn:177019","Crested Auklet","Birds","Species","Exact Match","Aethia cristatella"
"New Mexico","",NA,NA,NA,"Aspidoscelis stictogramma",NA,"Giant Spotted Whiptail","Other","Undetermined","Not Matched","Aspidoscelis stictogramma"
"New Mexico","New Mexico",NA,NA,NA,"Heloderma suspectum suspectum","https://services.itis.gov/?q=tsn:209034","Reticulate Gila Monster","Reptiles","Subspecies","Exact Match","Heloderma suspectum suspectum"
"New Mexico","New Mexico",NA,NA,NA,"Musculium lacustre","https://services.itis.gov/?q=tsn:81430","lake fingernailclam","Mollusks","Species","Exact Match","Musculium lacustre"
"Louisiana","",NA,NA,NA,"Stipulicida setacea","https://services.itis.gov/?q=tsn:20368","pineland scalypink","Plants","Species","Exact Match","Stipulicida setacea"
"New Mexico","New Mexico",NA,NA,NA,"Pisidium lilljeborgi","https://services.itis.gov/?q=tsn:81411","Lilljeborg peaclam","Mollusks","Species","Exact Match","Pisidium lilljeborgi"
"New Mexico","New Mexico",NA,NA,NA,"Sonorella hachitana flora","https://www.sciencebase.gov/catalog/file/get/56d720ece4b015c306f442d5?f=__disk__4f%2F17%2F79%2F4f177961623ebb82cc1084ca05f4d2d4ecbae7cd","New Mexico Talussnail (Florida Mtns.)","Other","Undetermined","Historic Match","Sonorella hachitana flora"
"Delaware,Florida,Kentucky,Maine,Maryland,Minnesota,New Jersey,New York,North Dakota,Pennsylvania,Rhode Island,South Carolina","Alaska,Connecticut,Delaware,Kentucky,Maryland,Minnesota,Montana,New Jersey,New York,North Dakota,South Carolina,Texas,Virginia,Wisconsin",NA,NA,NA,"Podiceps auritus","https://services.itis.gov/?q=tsn:174482","Horned Grebe","Birds","Species","Exact Match","Podiceps auritus"
"New Mexico","",NA,NA,NA,"Ashmunella binneyi","https://services.itis.gov/?q=tsn:77474","Silver Creek woodlandsnail","Mollusks","Species","Exact Match","Ashmunella binneyi"
"New Mexico","New Mexico",NA,NA,NA,"Holospira metcalfi","https://services.itis.gov/?q=tsn:567699","Metcalf holospira","Mollusks","Species","Exact Match","Holospira metcalfi"
"New Mexico","New Mexico",NA,NA,NA,"Holospira crossei","https://services.itis.gov/?q=tsn:77043","Cross holospira","Mollusks","Species","Exact Match","Holospira crossei"
"New Mexico","",NA,NA,NA,"Sonorella painteri",NA,"Lang Canyon Talussnail","Other","Undetermined","Not Matched","Sonorella painteri"
"New Mexico","New Mexico","Resolved Taxon","G048","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G048","Pecosorbis kansasensis","https://services.itis.gov/?q=tsn:568072","New Mexico Ramshorn Snail","Mollusks","Species","Exact Match","Pecosorbis kansasensis"
"Missouri","",NA,NA,NA,"Plethodon albagula","https://services.itis.gov/?q=tsn:208278","Western Slimy Salamander","Amphibians","Species","Exact Match","Plethodon albagula"
"New Mexico","New Mexico",NA,NA,NA,"Stagnicola caperata","https://services.itis.gov/?q=tsn:76535","wrinkled marshsnail","Mollusks","Species","Exact Match","Stagnicola caperata"
"Hawaii","","Endangered","S029","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=S029","Dryopteris glabra var. pusilla","https://services.itis.gov/?q=tsn:897630","No Common Name","Plants","Variety","Exact Match","Dryopteris glabra var. pusilla"
"New Mexico","New Mexico","Endangered","G05P","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G05P","Pyrgulopsis neomexicana","https://services.itis.gov/?q=tsn:198378","Socorro springsnail","Mollusks","Species","Exact Match","Pyrgulopsis neomexicana"
"New Mexico","New Mexico","Endangered","G04C","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G04C","Juturnia kosteri","https://www.sciencebase.gov/catalog/file/get/56d720ece4b015c306f442d5?f=__disk__4f%2F17%2F79%2F4f177961623ebb82cc1084ca05f4d2d4ecbae7cd","Koster's Springsnail","Other","Undetermined","Historic Match","Juturnia kosteri"
"New Mexico","New Mexico","Resolved Taxon","G04A","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G04A","Pyrgulopsis gilae","https://services.itis.gov/?q=tsn:568204","Gila springsnail","Mollusks","Species","Exact Match","Pyrgulopsis gilae"
"Virginia","Virginia",NA,NA,NA,"Wormaldia thyria","https://services.itis.gov/?q=tsn:115267","A philopotamid caddisfly","Insects","Species","Exact Match","Wormaldia thyria"
"New Mexico","New Mexico","Endangered","G03S","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G03S","Pyrgulopsis chupaderae","https://services.itis.gov/?q=tsn:568194","Chupadera springsnail","Mollusks","Species","Exact Match","Pyrgulopsis chupaderae"
"New Mexico","New Mexico",NA,NA,NA,"Pseudotryonia alamosae","https://www.sciencebase.gov/catalog/file/get/56d720ece4b015c306f442d5?f=__disk__4f%2F17%2F79%2F4f177961623ebb82cc1084ca05f4d2d4ecbae7cd","Alamosa Springsnail","Other","Undetermined","Historic Match","Pseudotryonia alamosae"
"New Mexico","","Resolved Taxon","A09C","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A09C","Lepus callotis","https://services.itis.gov/?q=tsn:180116","white-sided jack rabbit","Mammals","Species","Exact Match","Lepus callotis"
"New Mexico","",NA,NA,NA,"Tamias quadrivittatus australis","https://services.itis.gov/?q=tsn:931312","Organ Mountains Colorado chipmunk","Mammals","Subspecies","Exact Match","Tamias quadrivittatus australis"
"Nebraska,Vermont","Nebraska,Vermont",NA,NA,NA,"Lechea mucronata","https://services.itis.gov/?q=tsn:503356","hairy pinweed","Plants","Species","Exact Match","Lechea mucronata"
