"scientificname","commonname","scientificnames_submitted","statelist_2005","statelist_2015","sgcn2005","sgcn2015","change","listingStatus","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154"
"Anaxyrus boreas","Western Toad","Anaxyrus boreas,Bufo boreas","Alaska,Montana,Oregon,Utah,Washington","Alaska,Idaho,Montana,Nevada,New Mexico,Oregon,Utah,Washington",5,8,-3," ""STATUS"": ""SC""","{""DPS"": ""0"""," ""TSN"": ""173482"""," ""FAMILY"": ""Bufonidae"""," ""SPCODE"": ""D03T"""," ""STATUS"": ""SC"""," ""result"": true"," ""COMNAME"": ""Western toad"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Toad"," Western"""," ""SCINAME"": ""Bufo boreas"""," ""VIPCODE"": ""V01"""," ""criteria"": ""Bufo boreas"""," ""ENTITY_ID"": ""9340"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-19T20:18:23.783419"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""1"""," ""listingStatus"": [{""STATUS"": ""Species of Concern"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anguilla rostrata","American Eel","Anguilla rostrata,Anguilla Rostrata","Connecticut,District of Columbia,Florida,Illinois,Iowa,Kansas,Maine,Massachusetts,Minnesota,New Hampshire,New York,Ohio,Puerto Rico,Rhode Island,South Carolina,Texas,Vermont,Virginia,West Virginia,Wisconsin","Arkansas,Connecticut,Delaware,District of Columbia,Florida,Illinois,Iowa,Kansas,Louisiana,Maine,Massachusetts,Minnesota,Missouri,Nebraska,New Hampshire,New Jersey,New York,Ohio,Oklahoma,Pennsylvania,Rhode Island,South Carolina,Tennessee,Texas,Vermont,Virginia,West Virginia,Wisconsin",20,28,-8," ""STATUS"": ""RT""","{""DPS"": ""0"""," ""TSN"": ""161127"""," ""FAMILY"": ""Anguillidae"""," ""SPCODE"": ""E0AG"""," ""STATUS"": ""RT"""," ""result"": true"," ""COMNAME"": ""American eel"""," ""COUNTRY"": ""3"""," ""INVNAME"": ""Eel"," American"""," ""SCINAME"": ""Anguilla rostrata"""," ""VIPCODE"": ""V01"""," ""criteria"": ""Anguilla rostrata"""," ""ENTITY_ID"": ""8541"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-19T19:23:46.851364"""," ""LEAD_AGENCY"": ""3"""," ""LEAD_REGION"": ""4"""," ""listingStatus"": [{""STATUS"": ""Resolved Taxon"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]"," ""REFUGE_OCCURRENCE"": null}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anodonta californiensis","California Floater","Anodonta californiensis","Arizona,California,Idaho,Nevada,Utah,Washington,Wyoming","Arizona,California,Idaho,Nevada,Oregon,Utah,Washington,Wyoming",7,8,-1," ""STATUS"": ""RT""","{""DPS"": ""0"""," ""TSN"": ""79944"""," ""FAMILY"": ""Unionidae"""," ""SPCODE"": ""F034"""," ""STATUS"": ""RT"""," ""result"": true"," ""COMNAME"": ""California floater"""," ""COUNTRY"": ""3"""," ""INVNAME"": ""Floater"," California"""," ""SCINAME"": ""Anodonta californiensis"""," ""VIPCODE"": ""I01"""," ""criteria"": ""Anodonta californiensis"""," ""ENTITY_ID"": ""7065"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-19T20:08:57.681648"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""2"""," ""listingStatus"": [{""STATUS"": ""Resolved Taxon"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]"," ""REFUGE_OCCURRENCE"": null}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthus spragueii","Sprague's Pipit","Anthus spragueii","Arizona,Kansas,Louisiana,Minnesota,Montana,New Mexico,North Dakota,Oklahoma,South Dakota,Texas","Arizona,Arkansas,Iowa,Kansas,Louisiana,Minnesota,Missouri,Nebraska,New Mexico,North Dakota,Oklahoma,South Dakota,Texas",10,13,-3," ""STATUS"": ""RT""","{""DPS"": ""0"""," ""TSN"": ""178499"""," ""FAMILY"": ""Motacillidae"""," ""SPCODE"": ""B0GD"""," ""STATUS"": ""RT"""," ""result"": true"," ""COMNAME"": ""Sprague's pipit"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Pipit"," Sprague's"""," ""SCINAME"": ""Anthus spragueii"""," ""VIPCODE"": ""V01"""," ""criteria"": ""Anthus spragueii"""," ""ENTITY_ID"": ""9966"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-19T19:45:49.893728"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""6"""," ""listingStatus"": [{""STATUS"": ""Resolved Taxon"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]"," ""REFUGE_OCCURRENCE"": ""Big Boggy National Wildlife Refuge"," San Bernard National Wildlife Refuge"," Brazoria National Wildlife Refuge"," Quivira National Wildlife Refuge"," Salt Plains National Wildlife Refuge"," Detroit Lakes Wetland Management District"," Des Lacs National Wildlife Refuge"," Attwater Prairie Chicken National Wildlife Refuge"," Sullys Hill National Game Preserve"," Long Lake National Wildlife Refuge"," Florence Lake National Wildlife Refuge"," Long Lake Wetland Management District"," J. Clark Salyer National Wildlife Refuge"," J. Clark Salyer Wetland Management District"," Upper Souris National Wildlife Refuge"," Balcones Canyonlands National Wildlife Refuge"," Arrowwood National Wildlife Refuge"," Hewitt Lake National Wildlife Refuge"," Devils Lake Wetland Management District"," Medicine Lake National Wildlife Refuge"," Creedman Coulee National Wildlife Refuge"," Bowdoin Wetland Management District"," Bowdoin National Wildlife Refuge"," Black Coulee National Wildlife Refuge"," Huron Wetland Management District"," Benton Lake Wetland Management District"," Lostwood National Wildlife Refuge"," Lamesteer National Wildlife Refuge"," Northeast Montana Wetland Management District"," Charles M. Russell National Wildlife Refuge"," UL Bend National Wildlife Refuge"," Benton Lake National Wildlife Refuge"," Chase Lake National Wildlife Refuge"," Chase Lake Prairie Project Wetland Management District"," North Dakota Wildlife Management Area""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aquila chrysaetos","Golden Eagle","Aquila chrysaetos","Alaska,California,Colorado,Kansas,Maine,Maryland,Montana,Nebraska,New Hampshire,New Mexico,New York,North Dakota,Pennsylvania,Tennessee,Texas,Washington","Alabama,Arizona,Colorado,Delaware,Idaho,Kansas,Maine,Maryland,Mississippi,Nebraska,Nevada,New Jersey,New York,North Dakota,Oklahoma,Pennsylvania,Tennessee,Texas,Utah,Virginia,Washington,West Virginia",16,22,-6," ""STATUS"": ""SC""","{""DPS"": ""0"""," ""TSN"": ""175407"""," ""FAMILY"": ""accipitridae"""," ""SPCODE"": ""B0DV"""," ""STATUS"": ""SC"""," ""result"": true"," ""COMNAME"": ""Golden eagle"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""eagle"," Golden"""," ""SCINAME"": ""Aquila chrysaetos"""," ""VIPCODE"": ""V01"""," ""criteria"": ""175407"""," ""ENTITY_ID"": ""9131"""," ""queryType"": ""TSN"""," ""dateCached"": ""2017-07-07T14:24:51.207508"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""7"""," ""listingStatus"": [{""STATUS"": ""Species of Concern"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]"," ""REFUGE_OCCURRENCE"": null}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Artemisiospiza belli","Sage Sparrow","Amphispiza belli","Colorado,Montana,Nevada,New Mexico,Oregon,Utah,Washington,Wyoming","Arizona,Colorado,Nevada,Wyoming",8,4,4," ""STATUS"": ""SC""","{""DPS"": ""0"""," ""TSN"": ""179402"""," ""FAMILY"": ""Emberizidae"""," ""SPCODE"": ""B0HE"""," ""STATUS"": ""SC"""," ""result"": true"," ""COMNAME"": ""Bell's Sparrow"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Sparrow"," Bell's"""," ""SCINAME"": ""Amphispiza belli"""," ""VIPCODE"": ""V01"""," ""criteria"": ""Amphispiza belli"""," ""ENTITY_ID"": ""10307"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-19T18:53:16.042724"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""6"""," ""listingStatus"": [{""STATUS"": ""Species of Concern"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asio flammeus","Short-eared Owl","Asio flammeus","Alabama,Alaska,Arkansas,California,Colorado,Connecticut,Delaware,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Nebraska,Nevada,New Jersey,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,Tennessee,Texas,Utah,Vermont,West Virginia,Wisconsin,Wyoming","Alabama,California,Colorado,Connecticut,Delaware,Florida,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Nebraska,Nevada,New Jersey,New York,North Dakota,Ohio,Oklahoma,Pennsylvania,Rhode Island,Tennessee,Texas,Vermont,Washington,West Virginia,Wisconsin,Wyoming",40,36,4," ""STATUS"": ""SC""","{""DPS"": ""0"""," ""TSN"": ""177935"""," ""FAMILY"": ""Strigidae"""," ""SPCODE"": ""B0HD"""," ""STATUS"": ""SC"""," ""result"": true"," ""COMNAME"": ""Short-eared Owl"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Owl"," Short-eared"""," ""SCINAME"": ""Asio flammeus"""," ""VIPCODE"": ""V01"""," ""criteria"": ""177935"""," ""ENTITY_ID"": ""10296"""," ""queryType"": ""TSN"""," ""dateCached"": ""2017-07-07T12:15:39.256376"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""6"""," ""listingStatus"": [{""STATUS"": ""Species of Concern"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Astragalus anisus","Gunnison milkvetch","Astragalus anisus","","Colorado",0,1,-1," ""STATUS"": ""SC""","{""DPS"": ""0"""," ""TSN"": ""25417"""," ""FAMILY"": ""Fabaceae"""," ""SPCODE"": ""Q3B4"""," ""STATUS"": ""SC"""," ""result"": true"," ""COMNAME"": ""Gunnison milk-vetch"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Milk-vetch"," Gunnison"""," ""SCINAME"": ""Astragalus anisus"""," ""VIPCODE"": ""P01"""," ""criteria"": ""Astragalus anisus"""," ""ENTITY_ID"": ""1757"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-18T16:17:39.203179"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""6"""," ""listingStatus"": [{""STATUS"": ""Species of Concern"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]"," ""REFUGE_OCCURRENCE"": null}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Astragalus barrii","Barr''s Milkvetch","Astragalus barrii","Nebraska","Nebraska",1,1,0," ""STATUS"": ""RT""","{""DPS"": ""0"""," ""TSN"": ""25432"""," ""FAMILY"": ""Fabaceae"""," ""SPCODE"": ""Q2XP"""," ""STATUS"": ""RT"""," ""result"": true"," ""COMNAME"": ""[Unnamed] milk-vetch"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Milk-vetch"," [unnamed]"""," ""SCINAME"": ""Astragalus barrii"""," ""VIPCODE"": ""P01"""," ""criteria"": ""25432"""," ""ENTITY_ID"": ""1960"""," ""queryType"": ""TSN"""," ""dateCached"": ""2017-07-07T11:09:06.641801"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""6"""," ""listingStatus"": [{""STATUS"": ""Resolved Taxon"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]"," ""REFUGE_OCCURRENCE"": null}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Astragalus cronquistii","Cronquist milkvetch","Astragalus cronquistii","","Colorado",0,1,-1," ""STATUS"": ""SC""","{""DPS"": ""0"""," ""TSN"": ""25482"""," ""FAMILY"": ""Fabaceae"""," ""SPCODE"": ""Q05P"""," ""STATUS"": ""SC"""," ""result"": true"," ""COMNAME"": ""Cronquist milk-vetch"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Milk-vetch"," Cronquist"""," ""SCINAME"": ""Astragalus cronquistii"""," ""VIPCODE"": ""P01"""," ""criteria"": ""Astragalus cronquistii"""," ""ENTITY_ID"": ""7159"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-10T00:43:12.504879"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""6"""," ""listingStatus"": [{""STATUS"": ""Species of Concern"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]"," ""REFUGE_OCCURRENCE"": null}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Astragalus debequaeus","DeBeque milkvetch","Astragalus debequaeus","","Colorado",0,1,-1," ""STATUS"": ""RT""","{""DPS"": ""0"""," ""TSN"": ""192812"""," ""FAMILY"": ""Fabaceae"""," ""SPCODE"": ""Q2RR"""," ""STATUS"": ""RT"""," ""result"": true"," ""COMNAME"": ""Debeque milk-vetch"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""milk-vetch"," Debeque"""," ""SCINAME"": ""Astragalus debequaeus"""," ""VIPCODE"": ""P01"""," ""criteria"": ""Astragalus debequaeus"""," ""ENTITY_ID"": ""4879"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-10T00:43:46.686937"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""6"""," ""listingStatus"": [{""STATUS"": ""Resolved Taxon"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]"," ""REFUGE_OCCURRENCE"": null}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Astragalus deterior","Cliff-palace milkvetch","Astragalus deterior","","Colorado",0,1,-1," ""STATUS"": ""SC""","{""DPS"": ""0"""," ""TSN"": ""25492"""," ""FAMILY"": ""Fabaceae"""," ""SPCODE"": ""Q05S"""," ""STATUS"": ""SC"""," ""result"": true"," ""COMNAME"": ""Cliff-palace milk-vetch"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Milk-vetch"," cliff-palace"""," ""SCINAME"": ""Astragalus deterior"""," ""VIPCODE"": ""P01"""," ""criteria"": ""Astragalus deterior"""," ""ENTITY_ID"": ""3036"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-09T17:04:46.600895"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""6"""," ""listingStatus"": [{""STATUS"": ""Species of Concern"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]"," ""REFUGE_OCCURRENCE"": null}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Astragalus equisolensis","Horseshoe milkvetch","Astragalus equisolensis","","Colorado",0,1,-1," ""STATUS"": ""RT""","{""DPS"": ""0"""," ""TSN"": ""192454"""," ""FAMILY"": ""Fabaceae"""," ""SPCODE"": ""Q2NB"""," ""STATUS"": ""RT"""," ""result"": true"," ""COMNAME"": ""Horseshoe milk-vetch"""," ""COUNTRY"": ""1"""," ""INVNAME"": ""Milk-vetch"," horseshoe"""," ""SCINAME"": ""Astragalus equisolensis"""," ""VIPCODE"": ""P01"""," ""criteria"": ""Astragalus equisolensis"""," ""ENTITY_ID"": ""6869"""," ""queryType"": ""SCINAME"""," ""dateCached"": ""2017-07-19T13:17:44.464856"""," ""LEAD_AGENCY"": ""1"""," ""LEAD_REGION"": ""6"""," ""listingStatus"": [{""STATUS"": ""Resolved Taxon"""," ""POP_DESC"": ""Wherever found"""," ""POP_ABBREV"": ""Wherever found""}]"," ""REFUGE_OCCURRENCE"": null}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
