"scientificname","statelist_2015","Montana","Wyoming","Colorado","North Dakota","South Dakota","Nebraska","Kansas"
"Myotis ciliolabrum","Idaho,Kansas,Nevada,North Dakota,Texas,Wyoming",0,1,0,1,0,0,1
"Myotis evotis","Arizona,California,Nevada,North Dakota,Wyoming",0,1,0,1,0,0,0
"Myotis grisescens","Alabama,Arkansas,Florida,Georgia,Illinois,Indiana,Kansas,Kentucky,Mississippi,Missouri,North Carolina,Oklahoma,Tennessee,Virginia",0,0,0,0,0,0,1
"Myotis lucifugus","Alabama,Alaska,Arkansas,Colorado,Connecticut,Delaware,District of Columbia,Georgia,Idaho,Indiana,Iowa,Kansas,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Nebraska,Nevada,New Hampshire,New Jersey,New York,North Carolina,North Dakota,Ohio,Pennsylvania,Rhode Island,South Carolina,Tennessee,Texas,Utah,Vermont,Virginia,West Virginia,Wisconsin,Wyoming",0,1,1,1,0,1,1
"Myotis septentrionalis","Alabama,Arkansas,Connecticut,Delaware,District of Columbia,Georgia,Illinois,Indiana,Iowa,Kansas,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Nebraska,New Hampshire,New Jersey,New York,North Carolina,North Dakota,Ohio,Oklahoma,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Vermont,Virginia,West Virginia,Wisconsin,Wyoming",0,1,0,1,1,1,1
"Myotis thysanodes","California,Colorado,Nevada,Oregon,Texas,Utah,Wyoming",0,1,1,0,0,0,0
"Myotis thysanodes pahasapensis","Nebraska,South Dakota",0,0,0,0,1,1,0
"Myotis volans","Alaska,California,Nebraska,North Dakota,Oregon,Texas,Wyoming",0,1,0,1,0,1,0
"Myriophyllum pinnatum","Massachusetts,Nebraska,Tennessee,West Virginia",0,0,0,0,0,1,0
"Myriophyllum verticillatum","Massachusetts,Nebraska",0,0,0,0,0,1,0
"Najas marina","Nebraska",0,0,0,0,0,1,0
"Navarretia saximontana","Nebraska",0,0,0,0,0,1,0
"Necturus maculosus","Connecticut,Illinois,Indiana,Iowa,Kansas,Maryland,Minnesota,New York,Pennsylvania,Tennessee,Vermont,West Virginia",0,0,0,0,0,0,1
"Nelumbo lutea","Nebraska",0,0,0,0,0,1,0
"Nemomydas solitarius","Colorado",0,0,1,0,0,0,0
"Neochoroterpes oklahoma","Colorado",0,0,1,0,0,0,0
"Neominois ridingsii","Nebraska",0,0,0,0,0,1,0
"Neotoma cinerea","Nebraska",0,0,0,0,0,1,0
"Neotoma floridana","Florida,Illinois,Nebraska,North Carolina,South Carolina,Tennessee",0,0,0,0,0,1,0
"Neotoma floridana baileyi","Nebraska",0,0,0,0,0,1,0
"Nicrophorus americanus","Alabama,Arkansas,Connecticut,Delaware,Illinois,Kansas,Massachusetts,Missouri,Nebraska,New Jersey,North Carolina,Ohio,Oklahoma,Pennsylvania,Rhode Island,South Dakota,Tennessee,Texas,Virginia",0,0,0,0,1,1,1
"Nocomis asper","Arkansas,Kansas,Oklahoma",0,0,0,0,0,0,1
"Nocomis biguttatus","Kansas,Minnesota,North Dakota,Pennsylvania,South Dakota,Wyoming",0,1,0,1,1,0,1
"Nomotettix parvus","Illinois,Kansas",0,0,0,0,0,0,1
"Notamblyscirtes simius","Nebraska",0,0,0,0,0,1,0
"Nothoscordum bivalve","Nebraska",0,0,0,0,0,1,0
"Notophthalmus viridescens","Connecticut,Delaware,District of Columbia,Illinois,Iowa,Kansas,Minnesota",0,0,0,0,0,0,1
"Notropis anogenus","Illinois,Indiana,Iowa,Michigan,Minnesota,North Dakota,Wisconsin",0,0,0,1,0,0,0
"Notropis blennius","Iowa,Kansas,Pennsylvania,West Virginia",0,0,0,0,0,0,1
"Notropis boops","Illinois,Kansas,Louisiana,Mississippi,Ohio,West Virginia",0,0,0,0,0,0,1
"Notropis girardi","Arkansas,Kansas,New Mexico,Oklahoma,Texas",0,0,0,0,0,0,1
"Notropis heterolepis","Illinois,Iowa,Maine,Missouri,Nebraska,New York,North Dakota,Ohio,South Dakota,Vermont",0,0,0,1,1,1,0
"Notropis nubilus","Iowa,Kansas,Minnesota,Wisconsin",0,0,0,0,0,0,1
"Notropis percobromus","Iowa,North Dakota,South Dakota",0,0,0,1,1,0,0
"Notropis shumardi","Illinois,Iowa,Kansas,Missouri,Oklahoma,Texas",0,0,0,0,0,0,1
"Notropis topeka","Iowa,Kansas,Minnesota,Missouri,Nebraska,South Dakota",0,0,0,0,1,1,1
"Noturus exilis","Iowa,Kansas,Kentucky,Minnesota,Mississippi,Wisconsin",0,0,0,0,0,0,1
"Noturus flavus","Alabama,Arkansas,Colorado,Kansas,Maryland,Mississippi,North Carolina,Vermont,Virginia",0,0,1,0,0,0,1
"Noturus gyrinus","Iowa,Kansas,Nebraska,New Jersey,Pennsylvania,Virginia",0,0,0,0,0,1,1
"Noturus miurus","Alabama,Kansas,Michigan,Pennsylvania",0,0,0,0,0,0,1
"Noturus nocturnus","Iowa,Kansas",0,0,0,0,0,0,1
"Noturus placidus","Kansas,Missouri,Oklahoma",0,0,0,0,0,0,1
"Nucifraga columbiana","Idaho,Nebraska,New Mexico",0,0,0,0,0,1,0
"Numenius americanus","Colorado,Florida,Idaho,Iowa,Kansas,Louisiana,Nebraska,Nevada,New Mexico,North Dakota,Oklahoma,Oregon,South Carolina,South Dakota,Texas,Wyoming",0,1,1,1,1,1,1
"Nuphar variegata","Nebraska",0,0,0,0,0,1,0
"Nuttallanthus texanus","Nebraska",0,0,0,0,0,1,0
"Nycticeius humeralis","Delaware,District of Columbia,Indiana,Iowa,Kentucky,Maryland,Michigan,Nebraska,Ohio,West Virginia",0,0,0,0,0,1,0
"Nycticorax nycticorax","Arkansas,Delaware,District of Columbia,Florida,Illinois,Indiana,Iowa,Kentucky,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Nebraska,New Jersey,New York,North Carolina,Ohio,Pennsylvania,Rhode Island,South Carolina,Tennessee,Vermont,Virginia,Wisconsin,Wyoming",0,1,0,0,0,1,0
"Nyctinomops macrotis","California,Colorado,Texas,Utah",0,0,1,0,0,0,0
"Nymphaea odorata ssp. tuberosa","Nebraska",0,0,0,0,0,1,0
"Oarisma garita","Minnesota,Nebraska",0,0,0,0,0,1,0
"Oarisma poweshiek","Illinois,Iowa,Michigan,Minnesota,North Dakota,South Dakota,Wisconsin",0,0,0,1,1,0,0
"Obovaria olivaria","Alabama,Arkansas,Iowa,Louisiana,Michigan,Minnesota,Pennsylvania,South Dakota,Tennessee,West Virginia",0,0,0,0,1,0,0
"Ochotona princeps","California,Colorado,Nevada,New Mexico,Oregon,Utah,Washington,Wyoming",0,1,1,0,0,0,0
"Ochrotrichia susanae","Colorado",0,0,1,0,0,0,0
"Ochrotrichia trapoiza","Colorado",0,0,1,0,0,0,0
"Oeneis uhleri","Nebraska",0,0,0,0,0,1,0
"Oenothera acutissima","Colorado",0,0,1,0,0,0,0
"Oenothera canescens","Nebraska",0,0,0,0,0,1,0
"Oenothera coloradensis ssp. coloradensis","Colorado",0,0,1,0,0,0,0
"Oenothera macrocarpa ssp. fremontii","Nebraska",0,0,0,0,0,1,0
"Oenothera perennis","Missouri,Nebraska,South Carolina",0,0,0,0,0,1,0
"Oncorhynchus clarkii","Wyoming",0,1,0,0,0,0,0
"Oncorhynchus clarkii bouvieri","Montana,Nevada,Utah,Wyoming",1,1,0,0,0,0,0
"Oncorhynchus clarkii lewisi","Montana,Oregon,Washington",1,0,0,0,0,0,0
"Oncorhynchus clarkii pleuriticus","Colorado,Utah,Wyoming",0,1,1,0,0,0,0
"Oncorhynchus clarkii stomias","Colorado",0,0,1,0,0,0,0
"Oncorhynchus clarkii utah","Utah,Wyoming",0,1,0,0,0,0,0
"Oncorhynchus clarkii virginalis","Colorado,Texas",0,0,1,0,0,0,0
"Oncorhynchus mykiss gairdnerii","Montana,Washington",1,0,0,0,0,0,0
"Oonopsis","Colorado",0,0,1,0,0,0,0
"Oonopsis foliosa var. monocephala","Colorado",0,0,1,0,0,0,0
"Opheodrys aestivus","Delaware,District of Columbia,Indiana,Kansas,New Jersey,Ohio,Pennsylvania,West Virginia",0,0,0,0,0,0,1
"Opheodrys vernalis","Connecticut,Illinois,Indiana,Iowa,Maryland,Massachusetts,Michigan,Minnesota,Montana,Nebraska,New Hampshire,New Jersey,New York,North Carolina,North Dakota,Ohio,Texas,Vermont,Virginia,West Virginia,Wyoming",1,1,0,1,0,1,0
"Ophioglossum engelmannii","Nebraska,West Virginia",0,0,0,0,0,1,0
"Ophioglossum pusillum","Connecticut,Massachusetts,Nebraska,Vermont,West Virginia",0,0,0,0,0,1,0
"Ophisaurus attenuatus","Arkansas,Illinois,Iowa,Mississippi,Nebraska,South Carolina,Texas,Wisconsin",0,0,0,0,0,1,0
"Optioservus phaeus","Kansas",0,0,0,0,0,0,1
"Orconectes immunis","Iowa,Kansas,Michigan,Ohio,Wyoming",0,1,0,0,0,0,1
"Orconectes luteus","Iowa,Kansas",0,0,0,0,0,0,1
"Orconectes macrus","Arkansas,Kansas,Oklahoma",0,0,0,0,0,0,1
"Orconectes nais","Kansas",0,0,0,0,0,0,1
"Orconectes neglectus","Kansas,Wyoming",0,1,0,0,0,0,1
"Orconectes palmeri","Kansas",0,0,0,0,0,0,1
"Orconectes virilis","Iowa,Kansas,Ohio",0,0,0,0,0,0,1
"Oreohelix strigosa cooperi","South Dakota",0,0,0,0,1,0,0
"Oreoscoptes montanus","Arizona,Idaho,Nevada,Washington,Wyoming",0,1,0,0,0,0,0
"Oreoxis humilis","Colorado",0,0,1,0,0,0,0
"Orobanche uniflora","Louisiana,Nebraska",0,0,0,0,0,1,0
"Orthilia secunda","Massachusetts,Nebraska",0,0,0,0,0,1,0
"Ortmanniana ligamentina","Alabama,Iowa,Kansas,Louisiana,Minnesota,Mississippi,New York,Tennessee,West Virginia",0,0,0,0,0,0,1
"Otus flammeolus","Arizona,Colorado,Nevada,Washington",0,0,1,0,0,0,0
"Ovis canadensis","Colorado,Idaho,Nevada,Utah,Washington,Wyoming",0,1,1,0,0,0,0
"Ovis canadensis canadensis","Arizona,Nebraska,Oregon",0,0,0,0,0,1,0
"Oxyloma haydeni","Nebraska",0,0,0,0,0,1,0
"Oxytropis besseyi var. obnapiformis","Colorado",0,0,1,0,0,0,0
"Oxytropis multiceps","Nebraska",0,0,0,0,0,1,0
"Pacifastacus gambelii","Utah,Wyoming",0,1,0,0,0,0,0
"Packera glabella","Nebraska",0,0,0,0,0,1,0
"Packera pseudaurea var. semicordata","Nebraska",0,0,0,0,0,1,0
"Panax quinquefolius","Connecticut,Georgia,Louisiana,Massachusetts,Nebraska,South Carolina,Tennessee,Vermont",0,0,0,0,0,1,0
"Pandion haliaetus","Connecticut,Florida,Illinois,Indiana,Kentucky,Louisiana,Michigan,Mississippi,New Jersey,Pennsylvania,Rhode Island,South Dakota,West Virginia",0,0,0,0,1,0,0
"Papilio indra","Nebraska",0,0,0,0,0,1,0
"Papilio zelicaon","Nebraska",0,0,0,0,0,1,0
"Paraleptophlebia calcarica","Arkansas,Kansas",0,0,0,0,0,0,1
"Paraleptophlebia gregalis","Nebraska",0,0,0,0,0,1,0
"Parkesia motacilla","Connecticut,Delaware,District of Columbia,Florida,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Nebraska,New Jersey,New York,North Carolina,Ohio,Oklahoma,Pennsylvania,South Carolina,Tennessee,Texas,West Virginia",0,0,0,0,0,1,0
"Parnassius smintheus","Nebraska",0,0,0,0,0,1,0
"Paronychia canadensis","Nebraska,Vermont",0,0,0,0,0,1,0
"Passerculus sandwichensis","Alaska,Arizona,Connecticut,Delaware,Kentucky,Maryland,Nebraska,New Jersey,North Carolina,Pennsylvania,Rhode Island",0,0,0,0,0,1,0
"Passerina amoena","Arizona,Colorado",0,0,1,0,0,0,0
"Passerina ciris","Florida,Georgia,Kansas,Louisiana,Mississippi,Missouri,Oklahoma,South Carolina,Tennessee,Texas",0,0,0,0,0,0,1
"Patagioenas fasciata","Arizona,Colorado,Utah,Washington",0,0,1,0,0,0,0
"Pedicularis crenulata","Nebraska",0,0,0,0,0,1,0
"Pediocactus knowltonii","Colorado",0,0,1,0,0,0,0
"Pediomelum linearifolium","Nebraska",0,0,0,0,0,1,0
"Pelecanus erythrorhynchos","California,Colorado,Idaho,Iowa,Kansas,Kentucky,Minnesota,Nevada,North Dakota,Oregon,South Dakota,Texas,Utah,Washington",0,0,1,1,1,0,1
"Pellaea atropurpurea","Nebraska,South Carolina",0,0,0,0,0,1,0
"Penstemon ambiguus var. ambiguus","Nebraska",0,0,0,0,0,1,0
"Penstemon buckleyi","Nebraska",0,0,0,0,0,1,0
"Penstemon debilis","Colorado",0,0,1,0,0,0,0
"Penstemon degeneri","Colorado",0,0,1,0,0,0,0
"Penstemon digitalis","Nebraska",0,0,0,0,0,1,0
"Penstemon fremontii var. glabrescens","Colorado",0,0,1,0,0,0,0
"Penstemon gibbensii","Colorado",0,0,1,0,0,0,0
"Penstemon grahamii","Colorado",0,0,1,0,0,0,0
"Penstemon haydenii","Nebraska",0,0,0,0,0,1,0
"Penstemon mensarum","Colorado",0,0,1,0,0,0,0
"Penstemon penlandii","Colorado",0,0,1,0,0,0,0
"Penstemon scariosus var. albifluvis","Colorado",0,0,1,0,0,0,0
"Penstemon scariosus var. cyanomontanus","Colorado",0,0,1,0,0,0,0
"Penstemon tubiflorus","Nebraska,Tennessee",0,0,0,0,0,1,0
"Penstemon yampaensis","Colorado",0,0,1,0,0,0,0
"Percina caprodes","Iowa,North Carolina,North Dakota,South Dakota,Virginia",0,0,0,1,1,0,0
"Percina copelandi","Indiana,Kansas,Louisiana,Michigan,Missouri,Ohio,Vermont,Virginia,West Virginia",0,0,0,0,0,0,1
"Percina maculata","Iowa,Kansas,Maryland,Missouri,Nebraska,Oklahoma,Pennsylvania,South Dakota,Texas,Virginia",0,0,0,0,1,1,1
"Percina phoxocephala","Alabama,Arkansas,Iowa,Kansas,Mississippi,Tennessee,West Virginia",0,0,0,0,0,0,1
"Percina shumardi","Illinois,Iowa,Kansas,Michigan,Missouri,North Dakota,Ohio,Oklahoma,West Virginia",0,0,0,1,0,0,1
"Percopsis omiscomaycus","Alaska,Illinois,Indiana,Iowa,Missouri,Montana,Nebraska,North Dakota,South Dakota",1,0,0,1,1,1,0
"Perimyotis subflavus","Alabama,Connecticut,Delaware,District of Columbia,Florida,Georgia,Indiana,Iowa,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Nebraska,New Hampshire,New Jersey,New York,North Carolina,Ohio,Oklahoma,Pennsylvania,Rhode Island,South Carolina,Tennessee,Texas,Vermont,Virginia,West Virginia,Wisconsin",0,0,0,0,0,1,0
"Peritoma multicaulis","Colorado,Texas",0,0,1,0,0,0,0
"Perlesta dakota","South Dakota",0,0,0,0,1,0,0
"Perlesta golconda","Illinois,Nebraska",0,0,0,0,0,1,0
"Perlesta xube","Nebraska",0,0,0,0,0,1,0
"Perognathus fasciatus","Colorado,Nebraska,Wyoming",0,1,1,0,0,1,0
"Perognathus flavescens","Iowa,Minnesota,Missouri,North Dakota,Wyoming",0,1,0,1,0,0,0
"Perognathus flavescens perniger","Nebraska",0,0,0,0,0,1,0
"Perognathus flavus","Nebraska,Wyoming",0,1,0,0,0,1,0
"Perognathus parvus","Wyoming",0,1,0,0,0,0,0
"Peromyscus attwateri","Kansas",0,0,0,0,0,0,1
"Peromyscus crinitus","Arizona,Wyoming",0,1,0,0,0,0,0
"Peromyscus truei","Texas,Wyoming",0,1,0,0,0,0,0
"Peucaea cassinii","Arizona,Colorado,Kansas,Nebraska,New Mexico,Oklahoma,Texas",0,0,1,0,0,1,1
"Phacelia formosula","Colorado",0,0,1,0,0,0,0
"Phacelia scopulina var. submutica","Colorado",0,0,1,0,0,0,0
"Phalaenoptilus nuttallii","Arizona,Kansas",0,0,0,0,0,0,1
"Phalaropus tricolor","Delaware,Florida,Illinois,Indiana,Iowa,Kansas,Kentucky,Michigan,Minnesota,Nevada,New Jersey,North Dakota,Ohio,Oklahoma,South Dakota,Wisconsin",0,0,0,1,1,0,1
"Phemeranthus calycinus","Nebraska",0,0,0,0,0,1,0
"Phenacobius mirabilis","Alabama,Arkansas,Colorado,Iowa,Louisiana,Minnesota,Mississippi,New Mexico,Virginia,West Virginia,Wyoming",0,1,1,0,0,0,0
"Phlox alyssifolia","Nebraska",0,0,0,0,0,1,0
"Phlox hoodii ssp. muscoides","Nebraska",0,0,0,0,0,1,0
"Phrynosoma cornutum","Colorado,Kansas,Louisiana,Oklahoma,Texas",0,0,1,0,0,0,1
"Phrynosoma douglasii","Nevada,North Dakota,Washington",0,0,0,1,0,0,0
"Phrynosoma hernandesi","Nebraska,Nevada,South Dakota,Texas,Wyoming",0,1,0,0,1,1,0
"Phrynosoma modestum","Colorado,Oklahoma",0,0,1,0,0,0,0
"Phyciodes batesii","Nebraska",0,0,0,0,0,1,0
"Phyciodes cocyta","Maryland,Nebraska,Pennsylvania",0,0,0,0,0,1,0
"Phyciodes mylitta","Nebraska",0,0,0,0,0,1,0
"Phyciodes pallida","Nebraska",0,0,0,0,0,1,0
"Phyciodes picta","Nebraska",0,0,0,0,0,1,0
"Physa cupreonitens","Colorado",0,0,1,0,0,0,0
"Physalis missouriensis","Nebraska",0,0,0,0,0,1,0
"Physalis pumila","Nebraska",0,0,0,0,0,1,0
"Physaria alpina","Colorado",0,0,1,0,0,0,0
"Physaria bellii","Colorado",0,0,1,0,0,0,0
"Physaria brassicoides","Nebraska",0,0,0,0,0,1,0
"Physaria congesta","Colorado",0,0,1,0,0,0,0
"Physaria montana","Nebraska",0,0,0,0,0,1,0
"Physaria obcordata","Colorado",0,0,1,0,0,0,0
"Physaria parviflora","Colorado",0,0,1,0,0,0,0
"Physaria pruinosa","Colorado",0,0,1,0,0,0,0
"Physaria pulvinata","Colorado",0,0,1,0,0,0,0
"Physaria rollinsii","Colorado",0,0,1,0,0,0,0
"Physaria scrotiformis","Colorado",0,0,1,0,0,0,0
"Physaria vicina","Colorado",0,0,1,0,0,0,0
"Physella spelunca","Wyoming",0,1,0,0,0,0,0
"Physocarpus intermedius","Nebraska",0,0,0,0,0,1,0
"Physostegia parviflora","Nebraska",0,0,0,0,0,1,0
"Pica hudsonia","Arizona,Nebraska",0,0,0,0,0,1,0
"Picoides arcticus","Alaska,Maine,Michigan,Minnesota,Oregon,South Dakota,Vermont,Wisconsin,Wyoming",0,1,0,0,1,0,0
"Picoides dorsalis","Alaska,Arizona,Maine,New Hampshire,Oregon,Wyoming",0,1,0,0,0,0,0
"Picoides scalaris","Kansas",0,0,0,0,0,0,1
"Picoides tridactylus","New York,South Dakota",0,0,0,0,1,0,0
"Pilularia americana","Nebraska,Tennessee",0,0,0,0,0,1,0
"Pimephales notatus","Nebraska",0,0,0,0,0,1,0
"Pinus flexilis","Nebraska",0,0,0,0,0,1,0
"Pipilo maculatus","Kansas",0,0,0,0,0,0,1
"Piptatherum racemosum","Missouri,Nebraska,West Virginia",0,0,0,0,0,1,0
"Piranga rubra","Arizona,California,Delaware,Missouri,Nebraska,New Jersey,Pennsylvania,South Carolina,Texas,West Virginia",0,0,0,0,0,1,0
"Pituophis catenifer deserticola","Wyoming",0,1,0,0,0,0,0
"Plantago rhodosperma","Nebraska",0,0,0,0,0,1,0
"Platanthera praeclara","Missouri,Nebraska",0,0,0,0,0,1,0
"Platanthera zothecina","Colorado",0,0,1,0,0,0,0
"Platygobio gracilis","Arkansas,Colorado,Illinois,Iowa,Kansas,Kentucky,Minnesota,Mississippi,Missouri,Nebraska,North Dakota,Oklahoma,Wyoming",0,1,1,1,0,1,1
"Plauditus cestus","Colorado,Wisconsin",0,0,1,0,0,0,0
"Plebejus saepiolus","Nebraska",0,0,0,0,0,1,0
"Plegadis chihi","Colorado,Idaho,Iowa,Nebraska,Nevada,Texas,Utah,Wyoming",0,1,1,0,0,1,0
"Plethodon idahoensis","Montana",1,0,0,0,0,0,0
"Pleurobema sintoxia","Alabama,Arkansas,Iowa,Kansas,Michigan,Minnesota,New York,Ohio,Pennsylvania,Tennessee,West Virginia",0,0,0,0,0,0,1
"Pleurocera acuta","Kansas,Vermont",0,0,0,0,0,0,1
"Pluvialis dominica","Alaska,Arkansas,Delaware,Florida,Illinois,Indiana,Iowa,Kansas,Kentucky,New Jersey,Oklahoma,South Carolina,Tennessee,Texas",0,0,0,0,0,0,1
"Pluvialis squatarola","Alaska,Arkansas,Delaware,Florida,Iowa,Kansas,Maine,Maryland,New Jersey,New York,North Carolina,Rhode Island,South Carolina,Virginia",0,0,0,0,0,0,1
"Poa chapmaniana","Nebraska",0,0,0,0,0,1,0
"Poa fendleriana ssp. fendleriana","Nebraska",0,0,0,0,0,1,0
"Poanes hobomok","Delaware,Nebraska",0,0,0,0,0,1,0
"Poanes massasoit","Iowa,Nebraska,Ohio,Pennsylvania,Vermont",0,0,0,0,0,1,0
"Poanes taxiles","Nebraska",0,0,0,0,0,1,0
"Poanes viator viator","Nebraska,Ohio,Pennsylvania",0,0,0,0,0,1,0
"Poanes zabulon","Nebraska",0,0,0,0,0,1,0
"Podiceps auritus","Delaware,Florida,Kentucky,Maine,Maryland,Minnesota,New Jersey,New York,North Dakota,Pennsylvania,Rhode Island,South Carolina",0,0,0,1,0,0,0
"Podiceps nigricollis","Iowa,Kansas,Minnesota,New Mexico",0,0,0,0,0,0,1
"Podophyllum peltatum","Nebraska,Vermont",0,0,0,0,0,1,0
"Poladryas arachne arachne","Nebraska",0,0,0,0,0,1,0
"Polemonium reptans","Nebraska",0,0,0,0,0,1,0
"Poliocitellus franklinii","Illinois,Indiana,Iowa,Kansas,Minnesota,Missouri,South Dakota,Wisconsin",0,0,0,0,1,0,1
"Polioptila caerulea","Montana,Ohio",1,0,0,0,0,0,0
"Polites mystic","Iowa,Maryland,Nebraska,New Jersey,Ohio,Pennsylvania,Virginia",0,0,0,0,0,1,0
"Polites origenes","District of Columbia,Florida,Iowa,Nebraska,Wisconsin",0,0,0,0,0,1,0
"Polites rhesus","Colorado,Nebraska",0,0,1,0,0,1,0
"Polygala senega","Nebraska",0,0,0,0,0,1,0
"Polygonia progne","Arkansas,Delaware,Maryland,Nebraska,New Jersey,Ohio,West Virginia",0,0,0,0,0,1,0
"Polygonum douglasii","Nebraska,Vermont",0,0,0,0,0,1,0
"Polygonum erectum","Nebraska,Vermont",0,0,0,0,0,1,0
"Polygonum sawatchense ssp. sawatchense","Nebraska",0,0,0,0,0,1,0
"Polyodon spathula","Arkansas,Illinois,Iowa,Kansas,Kentucky,Louisiana,Minnesota,Mississippi,Missouri,Montana,Nebraska,New York,North Dakota,Ohio,Oklahoma,Pennsylvania,Tennessee,Texas,Virginia,West Virginia,Wisconsin",1,0,0,1,0,1,1
"Pomaria jamesii","Nebraska",0,0,0,0,0,1,0
"Pomatiopsis lapidaria","Connecticut,Delaware,Kansas,Massachusetts,Pennsylvania",0,0,0,0,0,0,1
"Pompeius verna","Delaware,District of Columbia,Iowa,Nebraska",0,0,0,0,0,1,0
"Pontia occidentalis","Nebraska",0,0,0,0,0,1,0
"Populus angustifolia","Nebraska",0,0,0,0,0,1,0
"Populus tremuloides","Nebraska",0,0,0,0,0,1,0
"Populus X acuminata","Nebraska",0,0,0,0,0,1,0
"Populus X smithii","Nebraska",0,0,0,0,0,1,0
"Portulaca pilosa","Nebraska",0,0,0,0,0,1,0
"Potamilus alatus","Arkansas,Iowa,Kansas,Michigan,Mississippi,New York,North Dakota,Vermont,Virginia",0,0,0,1,0,0,1
"Potamilus ohiensis","Iowa,Michigan,North Dakota,Pennsylvania",0,0,0,1,0,0,0
"Potamilus purpuratus","Illinois,Kansas,Kentucky",0,0,0,0,0,0,1
"Potamogeton amplifolius","Nebraska,Tennessee",0,0,0,0,0,1,0
"Potamogeton diversifolius","Nebraska",0,0,0,0,0,1,0
"Potamogeton friesii","Massachusetts,Nebraska",0,0,0,0,0,1,0
"Potamogeton praelongus","Nebraska",0,0,0,0,0,1,0
"Potamogeton strictifolius","Massachusetts,Nebraska",0,0,0,0,0,1,0
"Potentilla anserina","Nebraska",0,0,0,0,0,1,0
"Potentilla effusa var. effusa","Nebraska",0,0,0,0,0,1,0
"Potentilla effusa var. rupincola","Colorado",0,0,1,0,0,0,0
"Potentilla plattensis","Nebraska",0,0,0,0,0,1,0
"Potentilla simplex","Nebraska",0,0,0,0,0,1,0
"Prenanthes racemosa","Nebraska",0,0,0,0,0,1,0
"Primula pauciflora var. pauciflora","Nebraska",0,0,0,0,0,1,0
"Problema byssus","Arkansas,Illinois,Iowa,Kansas,Oklahoma,Wisconsin",0,0,0,0,0,0,1
"Problema byssus kumskaka","Nebraska",0,0,0,0,0,1,0
"Probythinella emarginata","Kansas",0,0,0,0,0,0,1
"Procambarus gracilis","Iowa,Kansas,Wisconsin",0,0,0,0,0,0,1
"Procambarus simulans","Kansas,New Mexico",0,0,0,0,0,0,1
"Progne subis","California,Colorado,Connecticut,District of Columbia,Florida,Iowa,Maine,Massachusetts,Minnesota,New Hampshire,New Jersey,Pennsylvania,South Carolina,Vermont,Washington,Wisconsin",0,0,1,0,0,0,0
"Promenetus exacuous","Arizona,Colorado,Delaware,Pennsylvania,Virginia",0,0,1,0,0,0,0
"Promenetus umbilicatellus","Colorado",0,0,1,0,0,0,0
"Prosartes trachycarpa","Nebraska",0,0,0,0,0,1,0
"Proserpinus flavofasciata","Colorado,Michigan",0,0,1,0,0,0,0
"Prosopium williamsoni","Nevada,Wyoming",0,1,0,0,0,0,0
"Protonotaria citrea","Delaware,District of Columbia,Florida,Georgia,Illinois,Iowa,Kansas,Kentucky,Maryland,Michigan,Minnesota,Mississippi,Missouri,Nebraska,New Jersey,New York,North Carolina,Ohio,Oklahoma,Pennsylvania,Rhode Island,South Carolina,Tennessee,Texas,West Virginia,Wisconsin",0,0,0,0,0,1,1
"Prunus angustifolia","Nebraska",0,0,0,0,0,1,0
"Prunus hortulana","Nebraska",0,0,0,0,0,1,0
"Psaltriparus minimus","Wyoming",0,1,0,0,0,0,0
"Pseudacris crucifer","District of Columbia,Kansas",0,0,0,0,0,0,1
"Pseudacris streckeri","Arkansas,Kansas,Louisiana,Texas",0,0,0,0,0,0,1
"Pseudiron centralis","Colorado,Florida,Illinois,Virginia",0,0,1,0,0,0,0
"Pseudocloeon apache","Colorado",0,0,1,0,0,0,0
"Pseudoroegneria spicata","Nebraska",0,0,0,0,0,1,0
"Pteronarcys californica","Colorado",0,0,1,0,0,0,0
"Pterospora andromedea","Nebraska,Vermont",0,0,0,0,0,1,0
"Ptilagrostis porteri","Colorado",0,0,1,0,0,0,0
"Ptychobranchus occidentalis","Arkansas,Kansas,Louisiana,Missouri,Oklahoma",0,0,0,0,0,0,1
"Ptychocheilus lucius","Arizona,California,Colorado,New Mexico,Utah",0,0,1,0,0,0,0
"Puccinellia parishii","California,Colorado",0,0,1,0,0,0,0
"Puma concolor","Alabama,Kansas,Minnesota,Nebraska,Oklahoma,Texas",0,0,0,0,0,1,1
"Pycnanthemum pilosum","Nebraska",0,0,0,0,0,1,0
"Pycnanthemum tenuifolium","Nebraska",0,0,0,0,0,1,0
"Pyganodon grandis","Vermont,West Virginia,Wyoming",0,1,0,0,0,0,0
"Pyrgulopsis robusta","Wyoming",0,1,0,0,0,0,0
"Pyrgus xanthus","Colorado",0,0,1,0,0,0,0
"Pyrola chlorantha","Nebraska,West Virginia",0,0,0,0,0,1,0
"Pyrola elliptica","Nebraska",0,0,0,0,0,1,0
"Pyrrhopappus carolinianus","Nebraska",0,0,0,0,0,1,0
"Pyrrhopappus grandiflorus","Nebraska",0,0,0,0,0,1,0
